00001,22586,성상,식품,중력밀가루(1등급),식품/기타식품류/밀가루/밀가루/중력밀가루(1등급)/,고유의 색택을 가진 분말로 이미,이취가 없어야 한다,0,<=,<=,0,,
00033,22610,히드록시메틸푸르푸랄,식품,벌꿀,식품/기타식품류/벌꿀/,80.0 이하,,NA,<=,80,,mg/kg
00034,22611,수분,식품,생식제품,식품/기타식품류/생식류/생식제품/,8.0 이하 (페이스트, 액상, 겔 제외),,NA,<=,8,12100,%
00035,22612,클로스트리디움 퍼프린젠스,식품,생식제품,식품/기타식품류/생식류/생식제품/,1g당 100 이하,,NA,<=,100,49500,CFU/g
00036,22613,바실러스  세레우스,식품,생식제품,식품/기타식품류/생식류/생식제품/,1g당 1,000 이하,,NA,<=,1000,99000,CFU/g
00037,22614,대장균,식품,생식제품,식품/기타식품류/생식류/생식제품/,음성이어야 한다,0,<=,<=,0,27500,
00038,22615,수분,식품,생식함유제품,식품/기타식품류/생식류/생식함유제품/,8.0 이하 (페이스트, 액상, 겔 제외),,NA,<=,8,12100,%
00039,22616,클로스트리디움 퍼프린젠스,식품,생식함유제품,식품/기타식품류/생식류/생식함유제품/,1g당 100 이하,,NA,<=,100,49500,CFU/g
00040,22617,바실러스  세레우스,식품,생식함유제품,식품/기타식품류/생식류/생식함유제품/,1g당 1,000 이하,,NA,<=,1000,99000,CFU/g
00041,22618,대장균,식품,생식함유제품,식품/기타식품류/생식류/생식함유제품/,음성이어야 한다,0,<=,<=,0,27500,
00042,22619,대장균군,식품,시리얼류,식품/기타식품류/시리얼류/,음성이어야 한다,0,<=,<=,0,27500,
00043,22620,무기질류,식품,시리얼류,식품/기타식품류/시리얼류/,표시량 이상이어야 한다,0,<=,<=,0,,
00044,22621,비타민류,식품,시리얼류,식품/기타식품류/시리얼류/,표시량 이상이어야 한다,0,<=,<=,0,,
00045,22622,수분,식품,식물성크림,식품/기타식품류/식물성크림/,8.0 이하 (분말제품에 한한다),,NA,<=,8,12100,%
00046,22623,대장균군,식품,식물성크림,식품/기타식품류/식물성크림/,음성이어야 한다 (단, 건조제품은 제외한다),0,<=,<=,0,27500,
00047,22624,염화나트륨,식품,가공소금,식품/기타식품류/식염/가공소금/,35.0 이상,35,<=,NA,,16500,%
00048,22625,총염소,식품,가공소금,식품/기타식품류/식염/가공소금/,20.0 이상,20,<=,NA,,27500,%
00049,22626,수분,식품,가공소금,식품/기타식품류/식염/가공소금/,5.5 이하,,NA,<=,5.5,12100,%
00050,22627,황산이온,식품,가공소금,식품/기타식품류/식염/가공소금/,2.5 이하,,NA,<=,2.5,29700,%
00051,22628,비소,식품,가공소금,식품/기타식품류/식염/가공소금/,0.5 이하,,NA,<=,0.5,77000,mg/kg
00052,22629,납,식품,가공소금,식품/기타식품류/식염/가공소금/,2.0 이하,,NA,<=,2,19800,mg/kg
00053,22630,카드뮴,식품,가공소금,식품/기타식품류/식염/가공소금/,0.5 이하,,NA,<=,0.5,71500,mg/kg
00054,22631,수은,식품,가공소금,식품/기타식품류/식염/가공소금/,0.1 이하,,NA,<=,0.1,77000,mg/kg
00055,22632,페로시안화이온,식품,가공소금,식품/기타식품류/식염/가공소금/,0.010 이하,,NA,<=,0.01,,g/kg
00056,22633,납,식품,재제소금(재제소소금),식품/기타식품류/식염/재제소금(재제소소금)/,2.0 이하,,NA,<=,2,19800,mg/kg
00057,22634,카드뮴,식품,재제소금(재제소소금),식품/기타식품류/식염/재제소금(재제소소금)/,0.5 이하,,NA,<=,0.5,71500,mg/kg
00058,22635,수은,식품,재제소금(재제소소금),식품/기타식품류/식염/재제소금(재제소소금)/,0.1 이하,,NA,<=,0.1,77000,mg/kg
00059,22636,페로시안화이온,식품,재제소금(재제소소금),식품/기타식품류/식염/재제소금(재제소소금)/,0.010 이하,,NA,<=,0.01,,g/kg
00060,22637,염화나트륨,식품,재제소금(재제소소금),식품/기타식품류/식염/재제소금(재제소소금)/,88.0 이상,88,<=,NA,,16500,%
00061,22638,총염소,식품,재제소금(재제소소금),식품/기타식품류/식염/재제소금(재제소소금)/,54.0 이상,54,<=,NA,,27500,%
00062,22639,수분,식품,재제소금(재제소소금),식품/기타식품류/식염/재제소금(재제소소금)/,9.0 이하,,NA,<=,9,12100,%
00063,22640,불용분,식품,재제소금(재제소소금),식품/기타식품류/식염/재제소금(재제소소금)/,0.02 이하,,NA,<=,0.02,17600,%
00064,22641,황산이온,식품,재제소금(재제소소금),식품/기타식품류/식염/재제소금(재제소소금)/,5.0 이하,,NA,<=,5,29700,%
00065,22642,비소,식품,재제소금(재제소소금),식품/기타식품류/식염/재제소금(재제소소금)/,0.5 이하,,NA,<=,0.5,77000,mg/kg
00066,22643,염화나트륨,식품,정제소금(해양심층수염),식품/기타식품류/식염/정제소금(해양심층수염)/,70.0 이상,70,<=,NA,,16500,%
00067,22644,총염소,식품,정제소금(해양심층수염),식품/기타식품류/식염/정제소금(해양심층수염)/,40.0 이상,40,<=,NA,,27500,%
00068,22645,수분,식품,정제소금(해양심층수염),식품/기타식품류/식염/정제소금(해양심층수염)/,10.0 이하,,NA,<=,10,12100,%
00069,22646,불용분,식품,정제소금(해양심층수염),식품/기타식품류/식염/정제소금(해양심층수염)/,0.02 이하,,NA,<=,0.02,17600,%
00070,22647,황산이온,식품,정제소금(해양심층수염),식품/기타식품류/식염/정제소금(해양심층수염)/,5.0 이하,,NA,<=,5,29700,%
00071,22648,비소,식품,정제소금(해양심층수염),식품/기타식품류/식염/정제소금(해양심층수염)/,0.5 이하,,NA,<=,0.5,77000,mg/kg
00072,22649,납,식품,정제소금(해양심층수염),식품/기타식품류/식염/정제소금(해양심층수염)/,2.0 이하,,NA,<=,2,19800,mg/kg
00073,22650,카드뮴,식품,정제소금(해양심층수염),식품/기타식품류/식염/정제소금(해양심층수염)/,0.5 이하,,NA,<=,0.5,71500,mg/kg
00074,22651,수은,식품,정제소금(해양심층수염),식품/기타식품류/식염/정제소금(해양심층수염)/,0.1 이하,,NA,<=,0.1,77000,mg/kg
00075,22652,페로시안화이온,식품,정제소금(해양심층수염),식품/기타식품류/식염/정제소금(해양심층수염)/,0.010 이하,,NA,<=,0.01,,g/kg
00076,22653,염화나트륨,식품,정제소금,식품/기타식품류/식염/정제소금/,95.0 이상,95,<=,NA,,16500,%
00077,22654,총염소,식품,정제소금,식품/기타식품류/식염/정제소금/,58.0 이상,58,<=,NA,,27500,%
00078,22655,수분,식품,정제소금,식품/기타식품류/식염/정제소금/,4.0 이하,,NA,<=,4,12100,%
00079,22656,불용분,식품,정제소금,식품/기타식품류/식염/정제소금/,0.02 이하,,NA,<=,0.02,17600,%
00080,22657,황산이온,식품,정제소금,식품/기타식품류/식염/정제소금/,0.4 이하,,NA,<=,0.4,29700,%
00081,22658,비소,식품,정제소금,식품/기타식품류/식염/정제소금/,0.5 이하,,NA,<=,0.5,77000,mg/kg
00082,22659,납,식품,정제소금,식품/기타식품류/식염/정제소금/,2.0 이하,,NA,<=,2,19800,mg/kg
00083,22660,카드뮴,식품,정제소금,식품/기타식품류/식염/정제소금/,0.5 이하,,NA,<=,0.5,71500,mg/kg
00084,22661,수은,식품,정제소금,식품/기타식품류/식염/정제소금/,0.1 이하,,NA,<=,0.1,77000,mg/kg
00085,22662,페로시안화이온,식품,정제소금,식품/기타식품류/식염/정제소금/,0.010 이하,,NA,<=,0.01,,g/kg
00086,22663,염화나트륨,식품,천일염,식품/기타식품류/식염/천일염/,70.0 이상,70,<=,NA,,16500,%
00087,22664,총염소,식품,천일염,식품/기타식품류/식염/천일염/,40.0 이상,40,<=,NA,,27500,%
00088,22665,카드뮴,식품,천일염,식품/기타식품류/식염/천일염/,0.5 이하,,NA,<=,0.5,71500,mg/kg
00089,22666,수은,식품,천일염,식품/기타식품류/식염/천일염/,0.1 이하,,NA,<=,0.1,77000,mg/kg
00090,22667,페로시안화이온,식품,천일염,식품/기타식품류/식염/천일염/,불검출,0,<=,<=,0,,
00091,22668,수분,식품,천일염,식품/기타식품류/식염/천일염/,15.0 이하,,NA,<=,15,12100,%
00092,22669,불용분,식품,천일염,식품/기타식품류/식염/천일염/,0.15 이하,,NA,<=,0.15,17600,%
00093,22670,황산이온,식품,천일염,식품/기타식품류/식염/천일염/,5.0 이하,,NA,<=,5,29700,%
00094,22671,사분,식품,천일염,식품/기타식품류/식염/천일염/,0.2 이하,,NA,<=,0.2,16500,%
00095,22672,비소,식품,천일염,식품/기타식품류/식염/천일염/,0.5 이하,,NA,<=,0.5,77000,mg/kg
00096,22673,납,식품,천일염,식품/기타식품류/식염/천일염/,2.0 이하,,NA,<=,2,19800,mg/kg
00097,22674,염화나트륨,식품,태움.용융소금,식품/기타식품류/식염/태움.용융소금/,88.0 이상,88,<=,NA,,16500,%
00098,22675,총염소,식품,태움.용융소금,식품/기타식품류/식염/태움.용융소금/,50.0 이상,50,<=,NA,,27500,%
00099,22676,수분,식품,태움.용융소금,식품/기타식품류/식염/태움.용융소금/,4.0 이하,,NA,<=,4,12100,%
00100,22677,불용분,식품,태움.용융소금,식품/기타식품류/식염/태움.용융소금/,3.0 이하,,NA,<=,3,17600,%
00101,22678,황산이온,식품,태움.용융소금,식품/기타식품류/식염/태움.용융소금/,5.0 이하,,NA,<=,5,29700,%
00102,22679,사분,식품,태움.용융소금,식품/기타식품류/식염/태움.용융소금/,0.1 이하,,NA,<=,0.1,16500,%
00103,22680,비소,식품,태움.용융소금,식품/기타식품류/식염/태움.용융소금/,0.5 이하,,NA,<=,0.5,77000,mg/kg
00104,22681,납,식품,태움.용융소금,식품/기타식품류/식염/태움.용융소금/,2.0 이하,,NA,<=,2,19800,mg/kg
00105,22682,카드뮴,식품,태움.용융소금,식품/기타식품류/식염/태움.용융소금/,0.5 이하,,NA,<=,0.5,71500,mg/kg
00106,22683,수은,식품,태움.용융소금,식품/기타식품류/식염/태움.용융소금/,0.1 이하,,NA,<=,0.1,77000,mg/kg
00107,22684,페로시안화이온,식품,태움.용융소금,식품/기타식품류/식염/태움.용융소금/,0.010 이하,,NA,<=,0.01,,g/kg
00108,22685,염소이온,식품,식용얼음,식품/기타식품류/얼음류/식용얼음/,250 이하,,NA,<=,250,13200,mg/L
00109,22686,질산성질소,식품,식용얼음,식품/기타식품류/얼음류/식용얼음/,10.0 이하,,NA,<=,10,26400,mg/L
00110,22687,암모니아성질소,식품,식용얼음,식품/기타식품류/얼음류/식용얼음/,0.5 이하,,NA,<=,0.5,,mg/L
00111,22688,과망간산칼륨소비량,식품,식용얼음,식품/기타식품류/얼음류/식용얼음/,10.0 이하,,NA,<=,10,27500,mg/L
00112,22689,pH,식품,식용얼음,식품/기타식품류/얼음류/식용얼음/,5.8 ~ 8.5,5.8,<=,<=,8.5,8800,
00113,22690,세균수,식품,식용얼음,식품/기타식품류/얼음류/식용얼음/,1mL당 100 이하,,NA,<=,100,18700,CFU/mL
00114,22691,대장균군,식품,식용얼음,식품/기타식품류/얼음류/식용얼음/,50mL중 음성이어야 한다,0,<=,<=,0,27500,
00115,22692,pH,식품,어업용얼음,식품/기타식품류/얼음류/어업용얼음/,5.8 ~ 8.5,5.8,<=,<=,8.5,8800,
00116,22693,증발잔류물,식품,어업용얼음,식품/기타식품류/얼음류/어업용얼음/,1,500 이하,,NA,<=,1500,36300,mg/L
00117,22694,세균수,식품,어업용얼음,식품/기타식품류/얼음류/어업용얼음/,1mL당 100 이하,,NA,<=,100,18700,CFU/mL
00118,22695,대장균군,식품,어업용얼음,식품/기타식품류/얼음류/어업용얼음/,50mL중 음성이어야 한다,0,<=,<=,0,27500,
00119,22696,수분,식품,기타전분,식품/기타식품류/전분/기타전분/,15.0 이하,,NA,<=,15,12100,%
00120,22697,회분,식품,기타전분,식품/기타식품류/전분/기타전분/,0.4 이하,,NA,<=,0.4,22000,%
00121,22698,산도(0.02N 수산화나트륨액의 소비량),식품,기타전분,식품/기타식품류/전분/기타전분/,3 mL 이하,,NA,<=,3,12100,mL
00122,216660,성상,식품,기타전분,식품/기타식품류/전분/기타전분/,적합하여야 한다,0,<=,<=,0,0,
00123,22699,수분,식품,감자전분,식품/기타식품류/전분/전분/감자전분/,20.0 이하,,NA,<=,20,12100,%
00124,22700,회분,식품,감자전분,식품/기타식품류/전분/전분/감자전분/,0.4 이하,,NA,<=,0.4,22000,%
00125,22701,산도(0.02N 수산화나트륨액의 소비량),식품,감자전분,식품/기타식품류/전분/전분/감자전분/,3 mL 이하,,NA,<=,3,12100,mL
00126,216661,성상,식품,감자전분,식품/기타식품류/전분/전분/감자전분/,적합하여야 한다,0,<=,<=,0,0,
00127,218541,일반세균,수질,마을상수도_지하수(전항목),,100 CFU/mL 이하,,NA,<=,100,5300,CFU/mL
00128,218542,경도,수질,마을상수도_지하수(전항목),,1000 mg/L이하,,NA,<=,1000,2400,㎎/L
00129,218543,과망간산칼륨소비량,수질,마을상수도_지하수(전항목),,10 mg/L이하,,NA,<=,10,2800,㎎/L
00130,218544,냄새,수질,마을상수도_지하수(전항목),,없음,0,<=,<=,0,600,
00131,218545,맛,수질,마을상수도_지하수(전항목),,없음,0,<=,<=,0,300,
00132,218546,색도,수질,마을상수도_지하수(전항목),,5 도이하,,NA,<=,5,2600,도
00133,218547,수소이온농도,수질,마을상수도_지하수(전항목),,5.8~8.5,5.8,<=,<=,8.5,300,
00134,218548,유리잔류염소,수질,마을상수도_지하수(전항목),,4.0 mg/L이하,,NA,<=,4,3700,㎎/L
00135,218549,증발잔류물,수질,마을상수도_지하수(전항목),,500 mg/L이하,,NA,<=,500,2900,㎎/L
00136,218550,세제(음이온계면활성제),수질,마을상수도_지하수(전항목),,0.5 mg/L이하,,NA,<=,0.5,9200,㎎/L
00137,218551,총대장균군,수질,마을상수도_지하수(전항목),,불검출/100 mL,0,<=,<=,0,8800,/100 mL
00138,218552,분원성대장균군,수질,마을상수도_지하수(전항목),,불검출/100 mL,0,<=,<=,0,8400,/100 mL
00139,218553,페놀,수질,마을상수도_지하수(전항목),,0.005 mg/L이하,,NA,<=,0.005,9300,㎎/L
00140,218554,시안,수질,마을상수도_지하수(전항목),,0.01 mg/L이하,,NA,<=,0.01,11300,㎎/L
00141,218555,암모니아성질소,수질,마을상수도_지하수(전항목),,0.5 mg/L이하,,NA,<=,0.5,2300,㎎/L
00142,218556,동,수질,마을상수도_지하수(전항목),,1 mg/L이하,,NA,<=,1,6100,㎎/L
00143,218557,보론,수질,마을상수도_지하수(전항목),,1.0 mg/L이하,,NA,<=,1,3100,㎎/L
00144,218558,세레늄,수질,마을상수도_지하수(전항목),,0.01 mg/L이하,,NA,<=,0.01,6600,㎎/L
00145,218559,수은,수질,마을상수도_지하수(전항목),,0.001 mg/L 이하,,NA,<=,0.001,6600,㎎/L
00146,218560,아연,수질,마을상수도_지하수(전항목),,3 mg/L이하,,NA,<=,3,6100,㎎/L
00147,218561,알루미늄,수질,마을상수도_지하수(전항목),,0.2 mg/L이하,,NA,<=,0.2,6100,㎎/L
00148,218562,철,수질,마을상수도_지하수(전항목),,0.3 mg/L이하,,NA,<=,0.3,6100,㎎/L
00149,218563,카드뮴,수질,마을상수도_지하수(전항목),,0.005 mg/L이하,,NA,<=,0.005,6100,㎎/L
00150,218564,납,수질,마을상수도_지하수(전항목),,0.01 mg/L이하,,NA,<=,0.01,6100,㎎/L
00151,218565,망간,수질,마을상수도_지하수(전항목),,0.05 mg/L이하,,NA,<=,0.05,6100,㎎/L
00152,218566,비소,수질,마을상수도_지하수(전항목),,0.01 mg/L이하,,NA,<=,0.0106,7700,㎎/L
00153,218567,크롬,수질,마을상수도_지하수(전항목),,0.05 mg/L이하,0,<=,<=,0.05,3900,㎎/L
00154,218568,불소,수질,마을상수도_지하수(전항목),,1.5 mg/L이하,,NA,<=,1.5,9300,㎎/L
00155,218569,염소이온,수질,마을상수도_지하수(전항목),,250 mg/L이하,,NA,<=,250,3900,㎎/L
00156,218570,질산성질소,수질,마을상수도_지하수(전항목),,10 mg/L이하,,NA,<=,10,7200,㎎/L
00157,218571,황산이온,수질,마을상수도_지하수(전항목),,200 mg/L이하,,NA,<=,200,11800,㎎/L
00158,218572,다이아지논,수질,마을상수도_지하수(전항목),,0.02 mg/L이하,,NA,<=,0.02,15600,㎎/L
00159,218573,파라티온,수질,마을상수도_지하수(전항목),,0.06 mg/L이하,,NA,<=,0.06,15600,㎎/L
00160,218574,페니트로티온,수질,마을상수도_지하수(전항목),,0.04 mg/L이하,,NA,<=,0.04,15600,㎎/L
00161,218575,카바릴,수질,마을상수도_지하수(전항목),,0.07 mg/L이하,,NA,<=,0.07,15700,㎎/L
00162,218576,디클로로메탄,수질,마을상수도_지하수(전항목),,0.02 mg/L이하,,NA,<=,0.02,13600,㎎/L
00163,218577,벤젠,수질,마을상수도_지하수(전항목),,0.01 mg/L이하,,NA,<=,0.01,13600,㎎/L
00164,218578,에틸벤젠,수질,마을상수도_지하수(전항목),,0.3 mg/L이하,,NA,<=,0.3,13600,㎎/L
00165,218579,크실렌,수질,마을상수도_지하수(전항목),,0.5 mg/L이하,,NA,<=,0.5,13600,㎎/L
00166,218580,톨루엔,수질,마을상수도_지하수(전항목),,0.7 mg/L이하,,NA,<=,0.7,13600,㎎/L
00167,218581,1,1,1-트리클로로에탄,수질,마을상수도_지하수(전항목),,0.1 mg/L이하,,NA,<=,0.1,19600,㎎/L
00168,218582,1,1-디클로로에틸렌,수질,마을상수도_지하수(전항목),,0.03 mg/L이하,,NA,<=,0.03,13600,㎎/L
00169,218583,디브로모클로로메탄,수질,마을상수도_지하수(전항목),,0.1 mg/L이하,,NA,<=,0.1,19600,㎎/L
00170,218584,브로모디클로로메탄,수질,마을상수도_지하수(전항목),,0.03 mg/L이하,,NA,<=,0.03,19600,㎎/L
00171,218585,사염화탄소,수질,마을상수도_지하수(전항목),,0.002 mg/L이하,,NA,<=,0.002,13600,㎎/L
00172,218586,총트리할로메탄,수질,마을상수도_지하수(전항목),,0.1 mg/L이하,,NA,<=,0.1,19600,㎎/L
00173,218587,클로로포름,수질,마을상수도_지하수(전항목),,0.08 mg/L이하,,NA,<=,0.08,19600,㎎/L
00174,218588,테트라클로로에틸렌,수질,마을상수도_지하수(전항목),,0.01 mg/L이하,,NA,<=,0.01,19600,㎎/L
00175,218589,트리클로로에틸렌,수질,마을상수도_지하수(전항목),,0.03 mg/L이하,,NA,<=,0.03,19600,㎎/L
00176,218590,브로모포름,수질,마을상수도_지하수(전항목),,-,0,<=,NA,,0,
00177,218591,1,4-다이옥산,수질,마을상수도_지하수(전항목),,0.05 mg/L이하,0,<=,<=,0.05,19600,㎎/L
00178,218592,1,2-디브로모-3-클로로프로판,수질,마을상수도_지하수(전항목),,0.003 mg/L이하,,NA,<=,0.003,21400,㎎/L
00179,218593,디브로모아세토니트릴,수질,마을상수도_지하수(전항목),,0.1 mg/L이하,,NA,<=,0.1,21400,㎎/L
00180,218594,디클로로아세토니트릴,수질,마을상수도_지하수(전항목),,0.09 mg/L이하,,NA,<=,0.09,21400,㎎/L
00181,218595,클로랄하이드레이트,수질,마을상수도_지하수(전항목),,0.03 mg/L이하,,NA,<=,0.03,21400,㎎/L
00182,218596,트리클로로아세토니트릴,수질,마을상수도_지하수(전항목),,0.004 mg/L이하,,NA,<=,0.004,21400,㎎/L
00183,218597,할로아세틱에시드,수질,마을상수도_지하수(전항목),,0.1 mg/L이하,,NA,<=,0.1,29200,㎎/L
00184,218598,탁도,수질,마을상수도_지하수(전항목),,1 NTU이하,,NA,<=,1,400,NTU
00185,219854,경도,수질,마을상수도_지하수(전항목),,300 mg/L이하,,NA,<=,300,2400,㎎/L
00186,219145,냄새,수질,지하수참고용,,소독냄새 이외의 무취,0,<=,<=,0,600,
00187,219150,맛,수질,지하수참고용,,소독맛 이외의 무미,0,<=,<=,0,300,
00188,219158,색도,수질,지하수참고용,,5 도이하,,NA,<=,5,2600,도
00189,219161,수소이온농도,수질,지하수참고용,,5.8~8.5,5.8,<=,<=,8.5,300,
00190,219169,일반세균,수질,지하수참고용,,100 CFU/mL이하,,NA,<=,100,5300,CFU/mL
00191,219173,총대장균군,수질,지하수참고용,,불검출/100mL,0,<=,<=,0,8800,/100mL
00192,219177,탁도,수질,지하수참고용,,1 NTU이하,,NA,<=,1,400,NTU
00193,219185,분원성대장균/대장균,수질,지하수참고용,,불검출/100mL,0,<=,<=,0,8400,/100mL
00194,219190,경도,수질,지하수참고용,,1000 mg/L이하,,NA,<=,1000,2400,㎎/L
00195,219191,증발잔류물,수질,지하수참고용,,- mg/L,,NA,NA,,2900,㎎/L
00196,219194,납,수질,지하수참고용,,0.01 mg/L이하,,NA,NA,,6100,㎎/L
00197,219196,불소,수질,지하수참고용,,1.5mg/L이하,,NA,NA,,9300,㎎/L
00198,219197,비소,수질,지하수참고용,,0.01 mg/L이하,,NA,NA,,7700,㎎/L
00199,219198,세레늄,수질,지하수참고용,,0.01 mg/L이하,,NA,NA,,6600,㎎/L
00200,219199,수은,수질,지하수참고용,,0.001 mg/L 이하,,NA,NA,,6600,㎎/L
00201,219200,시안,수질,지하수참고용,,0.01 mg/L이하,,NA,NA,,11300,㎎/L
00202,219201,크롬,수질,지하수참고용,,0.05 mg/L이하,,NA,NA,,3900,mg/L
00203,219202,암모니아성질소,수질,지하수참고용,,0.5 mg/L이하,,NA,NA,,2300,㎎/L
00204,219203,질산성질소,수질,지하수참고용,,10 mg/L이하,,NA,NA,,7200,㎎/L
00205,219204,카드뮴,수질,지하수참고용,,0.005 mg/L이하,,NA,NA,,6100,㎎/L
00206,219205,보론,수질,지하수참고용,,1.0 mg/L이하,,NA,NA,,3100,㎎/L
00207,219206,페놀,수질,지하수참고용,,0.005 mg/L이하,,NA,NA,,9300,㎎/L
00208,219207,다이아지논,수질,지하수참고용,,0.02 mg/L이하,,NA,NA,,15600,mg/L
00209,219208,파라티온,수질,지하수참고용,,0.06 mg/L이하,,NA,NA,,15600,㎎/L
00210,219209,페니트로티온,수질,지하수참고용,,0.04 mg/L이하,,NA,NA,,15600,㎎/L
00211,219210,카바릴,수질,지하수참고용,,0.07 mg/L이하,,NA,NA,,15700,㎎/L
00212,219211,1,1,1-트리클로로에탄,수질,지하수참고용,,0.1 mg/L이하,,NA,NA,,19600,㎎/L
00213,219212,테트라클로로에틸렌,수질,지하수참고용,,0.01 mg/L이하,,NA,NA,,19600,㎎/L
00214,219213,트리클로로에틸렌,수질,지하수참고용,,0.03 mg/L이하,,NA,NA,,19600,㎎/L
00215,219214,디클로로메탄,수질,지하수참고용,,0.02 mg/L이하,,NA,NA,,13600,㎎/L
00216,219215,벤젠,수질,지하수참고용,,0.01 mg/L이하,,NA,NA,,13600,㎎/L
00217,219216,톨루엔,수질,지하수참고용,,0.7 mg/L이하,,NA,NA,,13600,㎎/L
00218,219217,에틸벤젠,수질,지하수참고용,,0.3 mg/L이하,,NA,NA,,13600,㎎/L
00219,219218,크실렌,수질,지하수참고용,,0.5 mg/L이하,,NA,NA,,13600,㎎/L
